model_id	model_genes
Mtuberculosis_all_permissive	NP_217917,NP_215002,NP_215507,NP_215967,NP_216865,NP_216974,NP_217981,NP_215157,NP_217774,NP_215812,YP_177723,NP_217469,NP_215059,NP_215266,NP_214697,NP_215451,NP_218201,NP_215703,NP_216669,NP_216963,NP_218430,NP_215399,NP_218332,YP_177712,NP_217819,YP_177758,NP_216998,NP_216721,NP_216767,NP_217097,NP_217280,NP_214662,NP_217687,NP_216175,NP_217051,NP_215279,NP_215024,NP_217229,NP_217894,NP_218236,NP_216952,NP_214936,NP_215691,NP_218343,NP_215388,YP_177952,NP_217796,NP_216734,NP_216987,NP_215932,NP_217447,NP_214651,NP_215013,NP_218225,NP_216647,NP_214784,NP_216416,NP_218082,NP_215638,NP_214640,NP_217436,NP_215048,NP_218180,NP_214871,NP_215460,NP_215000,NP_215716,NP_216765,NP_215671,NP_217558,NP_214555,NP_217305,NP_218323,NP_217772,YP_177767,NP_216908,NP_215780,NP_214675,NP_217656,NP_217449,NP_217218,NP_216776,NP_216961,NP_214923,NP_217719,NP_216046,NP_218334,NP_217783,NP_217099,YP_177989,NP_215901,NP_217053,NP_215068,NP_217892,NP_215484,YP_177889,NP_215595,NP_218269,NP_215473,NP_215288,NP_215958,NP_215242,NP_216645,NP_217926,NP_214775,YP_178020,YP_177734,NP_216327,NP_217876,NP_218254,YP_177908,NP_215420,NP_218047,NP_217830,NP_216220,NP_216266,NP_217310,NP_215368,NP_215575,NP_214809,NP_217465,NP_216168,YP_177863,NP_218363,NP_214631,NP_216086,NP_218243,YP_177898,NP_217841,NP_218058,NP_218289,YP_177983,NP_217778,NP_215081,NP_215586,NP_218145,YP_177754,NP_216179,NP_216133,NP_217269,NP_216075,NP_214644,NP_214851,NP_217852,NP_216801,NP_214978,NP_217541,NP_216495,NP_217789,NP_216738,NP_214535,YP_177789,NP_218134,NP_215017,NP_216836,NP_214633,NP_216582,NP_215202,YP_177876,NP_214943,NP_217530,NP_215729,NP_216253,NP_215660,NP_214777,NP_214731,NP_214546,NP_217765,YP_177732,NP_216703,NP_218123,NP_215335,NP_215925,NP_217478,NP_216518,NP_217919,NP_218298,NP_216867,NP_215211,NP_217105,NP_215675,NP_217565,NP_215159,NP_215366,NP_215320,YP_177974,NP_216965,NP_215916,NP_215818,NP_216120,NP_215991,NP_214611,NP_214657,NP_216810,NP_215686,NP_215640,NP_215709,NP_217787,NP_215905,NP_216954,NP_216723,NP_215773,NP_215542,NP_217456,NP_218330,NP_217896,NP_215026,NP_215442,NP_218023,NP_216591,NP_217127,NP_216638,NP_214976,YP_177996,NP_216736,YP_177787,NP_216943,YP_177885,NP_218341,NP_216188,NP_215015,NP_216418,YP_177730,NP_216580,NP_216297,NP_216066,NP_215148,NP_215379,YP_177776,NP_215795,NP_217071,YP_177643,NP_215980,NP_216747,NP_214831,NP_214877,NP_215401,NP_218318,NP_214768,NP_214998,NP_215861,NP_216718,NP_217001,NP_217461,NP_215689,NP_218077,NP_217800,NP_214820,NP_215970,NP_214613,NP_217846,NP_216564,NP_216793,YP_177796,NP_214757,NP_215896,NP_215850,NP_214711,NP_216729,NP_217450,NP_218066,NP_215062,YP_177894,NP_217857,NP_215160,NP_216805,NP_214648,NP_215676,NP_217376,NP_214700,NP_218251,NP_217121,NP_217690,NP_216903,NP_215380,NP_215075,NP_216586,NP_215808,YP_177917,NP_214735,NP_216211,YP_177819,NP_216673,NP_217289,NP_214950,YP_177948,YP_177687,YP_177641,NP_217474,NP_215501,NP_217561,NP_218271,NP_218109,NP_215291,NP_214996,NP_215610,NP_215863,YP_177970,NP_216969,NP_214961,NP_217256,NP_216814,NP_217820,NP_215789,NP_214592,NP_215852,NP_218260,NP_216727,NP_214972,NP_217953,NP_217038,NP_214626,NP_218162,NP_217498,YP_177892,NP_216803,NP_216849,NP_215985,NP_217831,NP_215776,NP_216342,NP_215523,NP_215423,NP_218295,NP_214748,NP_215314,NP_218042,NP_217123,YP_177992,NP_217025,NP_217940,NP_217986,NP_218099,NP_216353,NP_215741,NP_217487,NP_215534,NP_216584,NP_214639,YP_177915,NP_214737,NP_216255,NP_218053,NP_215643,NP_216671,NP_217014,NP_217744,NP_215908,NP_216111,NP_214835,NP_216388,NP_215961,NP_218371,NP_215963,NP_216119,NP_215756,NP_217187,NP_217600,NP_217913,YP_177848,NP_215199,NP_214726,NP_214994,NP_214583,NP_216013,NP_215854,NP_218073,NP_218118,NP_218325,NP_217770,NP_215647,NP_217089,NP_214617,NP_217296,NP_214906,NP_216797,NP_217130,NP_215889,NP_216228,NP_216424,NP_218062,NP_215843,NP_215164,NP_214628,NP_215429,NP_215941,NP_217372,NP_216037,NP_218040,NP_216457,NP_216411,NP_217481,YP_177728,NP_215876,NP_218229,NP_215033,NP_216873,NP_214848,NP_216907,NP_215079,NP_217826,NP_215952,NP_215471,NP_214928,NP_215286,NP_214739,NP_216775,YP_177815,NP_218051,NP_215830,NP_216215,NP_214992,YP_177944,NP_215407,NP_218086,NP_215373,NP_216170,NP_218358,NP_214606,NP_218218,NP_218184,NP_217602,NP_217054,NP_216348,NP_215965,NP_216117,NP_218007,NP_214890,NP_214728,NP_218316,NP_215649,NP_215810,NP_216640,NP_217298,NP_217802,NP_217848,NP_214904,NP_216335,NP_215701,NP_217361,NP_217900,NP_217715,NP_214781,NP_217263,NP_215614,NP_216651,YP_177737,YP_177924,NP_218105,NP_215162,NP_215943,NP_215734,NP_215527,NP_217517,NP_216807,NP_218291,NP_217374,NP_218095,NP_217483,NP_216664,NP_217824,NP_217790,NP_218227,NP_215209,NP_217021,NP_215723,NP_215954,NP_216588,NP_217570,NP_215284,NP_216028,NP_215307,NP_216213,NP_217241,NP_216444,NP_217056,NP_215636,NP_216860,NP_216115,NP_214661,NP_218182,NP_217604,NP_215025,NP_217895,NP_214937,NP_215278,NP_216951,NP_216590,NP_215134,NP_217797,NP_216394,YP_177746,NP_217751,NP_216733,NP_216779,NP_217292,NP_214650,NP_217446,NP_215014,NP_218039,NP_216877,NP_215243,NP_214719,NP_216646,NP_214598,NP_216067,NP_216417,NP_217302,NP_218126,NP_218355,NP_214817,NP_216975,NP_216515,NP_216744,NP_217204,NP_215922,NP_215047,YP_177822,YP_177868,NP_218213,NP_215463,NP_216261,NP_214708,NP_216866,NP_217106,NP_216056,NP_217568,NP_218115,NP_218070,NP_215158,NP_215811,NP_217270,NP_216370,NP_216964,NP_215857,NP_216502,NP_217807,NP_215517,NP_215267,NP_217448,NP_218202,NP_217217,NP_215748,NP_215800,NP_217194,NP_216439,NP_216045,YP_177986,NP_217511,NP_216174,NP_216208,NP_216999,NP_215846,NP_215615,NP_217096,NP_216768,NP_217686,NP_214663,NP_215023,NP_218026,NP_216283,NP_217893,NP_216679,NP_215694,NP_218090,NP_215419,YP_177955,NP_217500,YP_177744,NP_218346,NP_216219,NP_216392,NP_216851,NP_215472,NP_215241,NP_215728,YP_177877,NP_214946,NP_214900,NP_216381,NP_216655,YP_177733,NP_214589,NP_215374,NP_216513,NP_215924,NP_216328,NP_216559,NP_214641,NP_217622,NP_218004,NP_215508,YP_177820,NP_217914,NP_215461,NP_218257,NP_216012,NP_217306,NP_214808,YP_177931,NP_215156,NP_216909,NP_217404,YP_177855,NP_215704,NP_215265,NP_216001,NP_216731,NP_216668,NP_215802,NP_214922,NP_218431,NP_217949,NP_216172,YP_177942,NP_217548,NP_217513,YP_177757,NP_215069,NP_217646,NP_216800,NP_217853,NP_215696,NP_217126,YP_177679,YP_177995,NP_216944,NP_215598,YP_177788,NP_216398,NP_215839,NP_217888,NP_218340,NP_214632,NP_215247,NP_215432,NP_215201,NP_218035,NP_217575,YP_177731,NP_218220,NP_214776,NP_216979,NP_215334,NP_217997,NP_216110,NP_218351,NP_217200,NP_216052,YP_177864,NP_218002,NP_215717,NP_215358,NP_216681,NP_217731,NP_215574,NP_215323,NP_215071,NP_217213,NP_216121,NP_215608,NP_217466,NP_218309,YP_177899,NP_217368,NP_216230,NP_215804,NP_216276,NP_217190,NP_215410,NP_217909,NP_217599,NP_216726,NP_217039,NP_215082,NP_215948,NP_214898,NP_216178,NP_214621,NP_215441,NP_214931,NP_216287,NP_218022,NP_216637,YP_177951,NP_217799,NP_218342,NP_215091,YP_177997,NP_215761,NP_216143,YP_177884,NP_214841,NP_217444,NP_215038,NP_216879,NP_218033,NP_216252,NP_216581,NP_217764,NP_214778,NP_215928,NP_216385,NP_214876,NP_215049,NP_217918,NP_217873,NP_218046,NP_214953,NP_216054,NP_217982,NP_215367,NP_215915,NP_216759,NP_214612,NP_216165,NP_217653,NP_218057,NP_217192,NP_214756,NP_216724,NP_217740,NP_216955,NP_215587,YP_177851,NP_217457,NP_216247,NP_217375,NP_216454,YP_177675,NP_217691,YP_177938,YP_178015,NP_215533,NP_217231,NP_216587,NP_217157,NP_215764,NP_215809,NP_215183,NP_216541,YP_177916,NP_218054,NP_217386,NP_214734,NP_216672,NP_216937,YP_177686,NP_215907,NP_218141,NP_218187,NP_218370,YP_177949,NP_214601,NP_217473,NP_217605,NP_217242,NP_216783,YP_177905,YP_177762,NP_218317,YP_177807,NP_215294,NP_218021,YP_177699,NP_214951,NP_217353,NP_216223,NP_214580,NP_217000,NP_218078,NP_216378,NP_216125,YP_177860,NP_216060,NP_217364,NP_216234,NP_215895,YP_177925,NP_215566,NP_218067,NP_218165,NP_217856,NP_215426,NP_217451,NP_217629,NP_217266,NP_217497,NP_216848,NP_217832,NP_218294,NP_217584,NP_217769,YP_177782,NP_214701,NP_215840,NP_215622,NP_217279,NP_215324,NP_218098,NP_217618,NP_216147,NP_217486,NP_216084,NP_215766,NP_217509,NP_215411,YP_177914,NP_217573,NP_218052,NP_215909,NP_216704,NP_216441,NP_216112,NP_215500,YP_177718,NP_218219,NP_217475,NP_214725,NP_218319,NP_214582,NP_217100,NP_216717,NP_217002,NP_215897,NP_218076,NP_215050,NP_217464,NP_216169,NP_216123,NP_216508,NP_217889,NP_215788,NP_216561,NP_218030,NP_217366,NP_216728,NP_216959,NP_215061,NP_218065,NP_216694,NP_216134,NP_214627,NP_214680,NP_215986,NP_217623,NP_214918,NP_215779,NP_214703,NP_214560,NP_218292,NP_217480,NP_215831,NP_215078,NP_216338,NP_217827,NP_215590,NP_214929,NP_215722,NP_215010,NP_215285,NP_218119,NP_216205,NP_216171,NP_216401,NP_217055,NP_218359,NP_218085,NP_214605,NP_215089,NP_214836,NP_216349,NP_215964,NP_217601,NP_215755,NP_216578,NP_216118,NP_216741,NP_218217,NP_214584,NP_217958,NP_216216,NP_217297,NP_216182,NP_215899,NP_215361,NP_217088,NP_218324,YP_177956,NP_215646,NP_215056,NP_217849,NP_216336,NP_214905,NP_216567,NP_216752,NP_214716,NP_214780,NP_216049,NP_216689,NP_216227,NP_217262,NP_217493,NP_217527,NP_218063,NP_218335,YP_177967,NP_214629,NP_215067,NP_217373,YP_177823,NP_215988,NP_214705,YP_177725,NP_216410,NP_216203,NP_215592,NP_217068,NP_217482,NP_216904,NP_217791,NP_217825,NP_215076,NP_216105,NP_215931,NP_215208,NP_214927,NP_215953,NP_217384,NP_215539,NP_218226,NP_215283,NP_216027,NP_217923,YP_177910,NP_217011,NP_215404,NP_216674,NP_215370,NP_215087,NP_217603,NP_216708,NP_215504,NP_217910,NP_216016,NP_216992,NP_217397,NP_215602,NP_218117,NP_216894,NP_218326,YP_177703,NP_217847,NP_216127,NP_218019,NP_216750,NP_214903,NP_216421,NP_215659,YP_177738,NP_216698,NP_215844,NP_216652,NP_215065,NP_217858,NP_215942
Mtuberculosis_all_restrictive	NP_217917,NP_215002,NP_215507,NP_215967,NP_216865,NP_216974,NP_217981,NP_215157,NP_217774,NP_215812,YP_177723,NP_215059,NP_215266,NP_214697,NP_215451,NP_215703,NP_218201,NP_216669,NP_216963,NP_218430,NP_215399,NP_218332,YP_177712,NP_217819,YP_177758,NP_216998,NP_216721,NP_216767,NP_217097,NP_217280,NP_214662,NP_216175,NP_217051,NP_215279,NP_215024,NP_217229,NP_217894,NP_218236,NP_216952,NP_214936,NP_215691,NP_218343,NP_215388,YP_177952,NP_217796,NP_216734,NP_216987,NP_215932,NP_217447,NP_214651,NP_215013,NP_218225,NP_216647,NP_214947,NP_214784,NP_216416,NP_218082,NP_215638,NP_214640,NP_217436,NP_215048,NP_218180,NP_214871,NP_215000,NP_215716,NP_216765,NP_215671,NP_217558,NP_214555,NP_217305,NP_218323,NP_217772,YP_177767,NP_216908,NP_215780,NP_214675,NP_217656,NP_217449,NP_217218,NP_216961,NP_214923,NP_217719,NP_216046,NP_218334,NP_217783,NP_217099,YP_177989,NP_215901,NP_217053,NP_215068,NP_217892,NP_215484,YP_177889,NP_215595,NP_218269,NP_215473,NP_215288,NP_215958,NP_215242,NP_217926,NP_214775,YP_178020,YP_177734,NP_216327,NP_218254,YP_177908,NP_215420,NP_218047,NP_217830,NP_216220,NP_216266,NP_215368,NP_214809,NP_217465,NP_216168,YP_177863,NP_218363,NP_216086,NP_218243,YP_177898,NP_217841,NP_218058,NP_218289,YP_177983,NP_217778,NP_215081,NP_215586,NP_218145,YP_177754,NP_216179,NP_216133,NP_217269,NP_216075,NP_214644,NP_214851,NP_217852,NP_216801,NP_214978,NP_217541,NP_217789,NP_216738,NP_214535,YP_177789,NP_218134,NP_215017,NP_216836,NP_214633,NP_216582,NP_215202,YP_177876,NP_217530,NP_215729,NP_216253,NP_215660,NP_214777,NP_214731,NP_214546,NP_217765,YP_177732,NP_216703,NP_218123,NP_215335,NP_215925,NP_217478,NP_216518,NP_216867,NP_215211,NP_217105,NP_215675,NP_217565,NP_215159,NP_215366,NP_215320,YP_177974,NP_215916,NP_215818,NP_216120,NP_215991,NP_214657,NP_216810,NP_215686,NP_215640,NP_215709,NP_217787,NP_215905,NP_216954,NP_216723,NP_215773,NP_215542,NP_217456,NP_217896,NP_215026,NP_215442,NP_218023,NP_216591,NP_217127,NP_216638,NP_214976,YP_177996,NP_216736,YP_177787,NP_216943,YP_177885,NP_218341,NP_216188,NP_215015,NP_216418,YP_177730,NP_216580,NP_216297,NP_216066,NP_215148,NP_215379,YP_177776,NP_215795,NP_217071,YP_177643,NP_215980,NP_216747,NP_214831,NP_214877,NP_215401,NP_218318,NP_214768,NP_214998,NP_216718,NP_217001,NP_217461,NP_215689,NP_218077,NP_217800,NP_214820,NP_215970,NP_214613,NP_217846,NP_216564,NP_216793,YP_177796,NP_214757,NP_215896,NP_215850,NP_214711,NP_216729,NP_217450,NP_218066,NP_215062,YP_177894,NP_217857,NP_215160,NP_216805,NP_214648,NP_215676,NP_217376,NP_214700,NP_218251,NP_217121,NP_216903,NP_215380,NP_216586,NP_215808,YP_177917,NP_214735,NP_216211,YP_177819,NP_216673,NP_217289,NP_214950,YP_177948,YP_177687,NP_217474,NP_215501,NP_217561,NP_218271,NP_218109,NP_215291,NP_214996,NP_215610,NP_215863,YP_177970,NP_216969,NP_214961,NP_217256,NP_216814,NP_217820,NP_215789,NP_214592,NP_215852,NP_218260,NP_216727,NP_214972,NP_217953,NP_217038,NP_214626,NP_218162,NP_217498,YP_177892,NP_216803,NP_215985,NP_217831,NP_216342,NP_215523,NP_215423,NP_218295,NP_214748,NP_215314,NP_218042,NP_217123,YP_177992,NP_217025,NP_217940,NP_217986,NP_218099,NP_216353,NP_215741,NP_217487,NP_215534,NP_216584,NP_214639,YP_177915,NP_214737,NP_216255,NP_218053,NP_215643,NP_216671,NP_217014,NP_217744,NP_215908,NP_216111,NP_214835,NP_216388,NP_215961,NP_218371,NP_215963,NP_216119,NP_215756,NP_217187,NP_217600,NP_217913,YP_177848,NP_215199,NP_214726,NP_214994,NP_214583,NP_216013,NP_215854,NP_218073,NP_218118,NP_218325,NP_215647,NP_217770,NP_217089,NP_214617,NP_217296,NP_214906,NP_216797,NP_217130,NP_215889,NP_216228,NP_216424,NP_218062,NP_215843,NP_215164,NP_214628,NP_215429,NP_215941,NP_217372,NP_216037,NP_218040,NP_216457,NP_216411,NP_217481,YP_177728,NP_218229,NP_215033,NP_216873,NP_214848,NP_216907,NP_215079,NP_217826,NP_215952,NP_215471,NP_214928,NP_215286,NP_216775,NP_218051,NP_215830,NP_216215,NP_214992,YP_177944,NP_215407,NP_218086,NP_215373,NP_216170,NP_214606,NP_218218,NP_218184,NP_217602,NP_217054,NP_216348,NP_215965,NP_216117,NP_218007,NP_214890,NP_214728,NP_218316,NP_215649,NP_215810,NP_216640,NP_217298,NP_217802,NP_217848,NP_214904,NP_216335,NP_215701,NP_217361,NP_217900,NP_217715,NP_214781,NP_217263,NP_215614,YP_177737,YP_177924,NP_218105,NP_215162,NP_215943,NP_215527,NP_217517,NP_216807,NP_218291,NP_217374,NP_217483,NP_216664,NP_217824,NP_217790,NP_218227,NP_217021,NP_215723,NP_215954,NP_216588,NP_217570,NP_215284,NP_216028,NP_216213,NP_217241,NP_216444,NP_217056,NP_215636,NP_216860,NP_216115,NP_214661,NP_218182,NP_217604,NP_215025,NP_217895,NP_214937,NP_215278,NP_216951,NP_216590,NP_215134,NP_217797,NP_216394,YP_177746,NP_217751,NP_216733,NP_216779,NP_217292,NP_214650,NP_217446,NP_215014,NP_218039,NP_216877,NP_215243,NP_216646,NP_214598,NP_216067,NP_216417,NP_217302,NP_218126,NP_218355,NP_214817,NP_216975,NP_216744,NP_215922,NP_215047,YP_177822,YP_177868,NP_218213,NP_215463,NP_216261,NP_214708,NP_216866,NP_217106,NP_216056,NP_218115,NP_218070,NP_215158,NP_215811,NP_217270,NP_216370,NP_216964,NP_215857,NP_216502,NP_217807,NP_215517,NP_215267,NP_217448,NP_218202,NP_217217,NP_215748,NP_215800,NP_217194,NP_216439,NP_216045,YP_177986,NP_217511,NP_216174,NP_216208,NP_216999,NP_215846,NP_215615,NP_217096,NP_216768,NP_217686,NP_215023,NP_218026,NP_216679,NP_215694,NP_218090,NP_215419,YP_177955,NP_217500,YP_177744,NP_218346,NP_216219,NP_216392,NP_216851,NP_215472,NP_215241,NP_215728,YP_177877,NP_214946,NP_214900,NP_216381,NP_216655,YP_177733,NP_214589,NP_215374,NP_216513,NP_215924,NP_216559,NP_214641,NP_217622,NP_218004,NP_215508,YP_177820,NP_217914,NP_215461,NP_218257,NP_216720,NP_216012,NP_217306,NP_214808,YP_177931,NP_215156,NP_216909,NP_217404,YP_177855,NP_215704,NP_215265,NP_216001,NP_216731,NP_216668,NP_215802,NP_214922,NP_218431,NP_217949,NP_216172,YP_177942,NP_217548,YP_177757,NP_215069,NP_217646,NP_216800,NP_217853,NP_215696,NP_217126,YP_177679,YP_177995,NP_216944,NP_215598,YP_177788,NP_215839,NP_217888,NP_218340,NP_214632,NP_215247,NP_215432,NP_215201,NP_218035,NP_217575,YP_177731,NP_218220,NP_216979,NP_215334,NP_217997,NP_216110,NP_218351,NP_216052,NP_215717,NP_215358,NP_216681,NP_217731,NP_215574,NP_215323,NP_215071,NP_217213,NP_216121,NP_215608,NP_217466,NP_218309,NP_217368,NP_216230,NP_215804,NP_216276,NP_217190,NP_215410,NP_217909,NP_217599,NP_216726,NP_217039,NP_215948,NP_214898,NP_216178,NP_214621,NP_214931,NP_216287,NP_218022,NP_216637,YP_177951,NP_218342,NP_215091,YP_177997,NP_215761,NP_216143,YP_177884,NP_214841,NP_217444,NP_215038,NP_216879,NP_218033,NP_216252,NP_216581,NP_217764,NP_214778,NP_215928,NP_216385,NP_214876,NP_215049,NP_217918,NP_217873,NP_218046,NP_214953,NP_216054,NP_217982,NP_215367,NP_215915,NP_216759,NP_214612,NP_216165,NP_217653,NP_218057,NP_214756,NP_216724,NP_216955,NP_215587,YP_177851,NP_217457,NP_216247,NP_217375,NP_216454,YP_177675,NP_217691,YP_177938,YP_178015,NP_215533,NP_216587,NP_217157,NP_215764,NP_215809,NP_215183,NP_216541,YP_177916,NP_218054,NP_217386,NP_214734,NP_216672,NP_216937,YP_177686,NP_215907,NP_218141,NP_218187,NP_218370,YP_177949,NP_214601,NP_217473,NP_217605,NP_217242,NP_216783,YP_177905,YP_177762,NP_218317,YP_177807,NP_215294,NP_218021,YP_177699,NP_214951,NP_217353,NP_216223,NP_214580,NP_217000,NP_218078,NP_216378,NP_216125,YP_177860,NP_216060,NP_217364,NP_216234,NP_215895,YP_177925,NP_215566,NP_218067,NP_218165,NP_217856,NP_215426,NP_217451,NP_217629,NP_217266,NP_217497,NP_216848,NP_217832,NP_218294,NP_217584,NP_217769,YP_177782,NP_214701,NP_215622,NP_217279,NP_215324,NP_218098,NP_217618,NP_216147,NP_217486,NP_216084,NP_215766,NP_217509,NP_215411,YP_177914,NP_217573,NP_218052,NP_215909,NP_216704,NP_216441,NP_216112,YP_177718,NP_218219,NP_217475,NP_214725,NP_218319,NP_214582,NP_217100,NP_216717,NP_217002,NP_215897,NP_218076,NP_215050,NP_217464,NP_216169,NP_216123,NP_216508,NP_217889,NP_215788,NP_216561,NP_218030,NP_217366,NP_216728,NP_216959,NP_218065,NP_216694,NP_216134,NP_214627,NP_214680,NP_217623,NP_214918,NP_215779,NP_214703,NP_214560,NP_218292,NP_217480,NP_215831,NP_215078,NP_216338,NP_217827,NP_215590,NP_214929,NP_215722,NP_215010,NP_215285,NP_218119,NP_216205,NP_216171,NP_216401,NP_217055,NP_218359,NP_218085,NP_214605,NP_214836,NP_215964,NP_217601,NP_215755,NP_216578,NP_216118,NP_216741,NP_218217,NP_214584,NP_217958,NP_217297,NP_216216,NP_216182,NP_215899,NP_217088,NP_218324,NP_215646,NP_215056,NP_217849,NP_216336,NP_214905,NP_216567,NP_216752,NP_217591,NP_214716,NP_214780,NP_216049,NP_216689,NP_216227,NP_217262,NP_217493,NP_217527,NP_218063,NP_218335,YP_177967,NP_214629,NP_215067,NP_217373,YP_177823,NP_215988,NP_214705,YP_177725,NP_216410,NP_216203,NP_215592,NP_217068,NP_217482,NP_216904,NP_217791,NP_217825,NP_215076,NP_216105,NP_215931,NP_215208,NP_214927,NP_215953,NP_217384,NP_215539,NP_218226,NP_215283,NP_216027,NP_217923,YP_177910,NP_217011,NP_215404,NP_216674,NP_215370,NP_215087,NP_217603,NP_216708,NP_215504,NP_217910,NP_216016,NP_216992,NP_217397,NP_215602,NP_218117,NP_216894,NP_218326,YP_177703,NP_217847,NP_216127,NP_218019,NP_216750,NP_214903,NP_216421,NP_215659,YP_177738,NP_216698,NP_215844,NP_216652,NP_215065,NP_217858,NP_215942
