	COG4683		COG4030	COG0193	COG0776	COG1263	COG1167	COG0121	COG0325	COG4775	COG1766	COG0148	COG2365	COG1882	COG4392	COG0784	COG0544	COG0462	COG0296	COG4875	COG0708	COG1613	COG0365	COG5177	COG3064	COG4122	COG3329	COG0414	COG0016	COG1198	COG2194	COG0737	COG3809	COG5179	COG0372	COG3554	COG0649	COG0500	COG0755	COG0097	COG3147	COG0760	COG1216	COG0420	COG0736	COG0638	COG1359	COG0832	COG5607	COG1934	COG0625	COG1054	COG2187	COG0186	COG0326	COG0559	COG2251	COG3952	COG2159	COG0398	COG0229	COG3104	COG0105	COG4717	COG3746	COG3073	COG0260	COG0235	COG2217	COG0100	COG3126	COG0157	COG1136	COG5407	COG0300	COG4224	COG2261	COG0083	COG0691	COG2211	COG3249	COG3456	COG3903	COG1937	COG2461	COG0652	COG4459	COG0146	COG4967	COG0361	COG1742	COG2501	COG3662	COG2308	COG0480	COG0788	COG3206	COG0695	COG0773	COG2068	COG0651	COG5251	COG5624	COG0225	COG1640	COG0553	COG0128	COG1466	COG0744	COG2340	COG0363	COG5025	COG0080	COG0531	COG0623	COG1055	COG3455	COG0142	COG0825	COG3953	COG4637	COG0626	COG5269	COG2951	COG1038	COG2224	COG1876	COG2856	COG1860	COG2885	COG4391	COG3859	COG2761	COG1596	COG3143	COG2022	COG0515	COG0850	COG1105	COG0386	COG1663	COG5285	COG0712	COG1143	COG1971	COG0356	COG3173	COG4684	COG0156	COG1283	COG0431	COG1183	COG0679	COG0135	COG3264	COG4378	COG2270	COG5345	COG0746	COG4318	COG0749	COG3653	COG4814	COG1448	COG0070	COG0795	COG1234	COG3480	COG3604	COG0222	COG4773	COG1214	COG0864	COG3488	COG0476	COG2815	COG2354	COG1637	COG0071	COG0789	COG1219	COG1808	COG1362	COG0034	COG1611	COG2956	COG0675	COG1482	COG0183	COG0029	COG4474	COG1550	COG0436	COG1195	COG0647	COG3698	COG1968	COG1155	COG1168	COG4249	COG2197	COG0277	COG2869	COG0610	COG0543	COG1704	COG0576	COG4977	COG1342	COG0841	COG4932	COG3311	COG1451	COG3487	COG1159	COG4197	COG1670	COG0726	COG3943	COG0735	COG0115	COG3609	COG0803	COG1173	COG0528	COG1804	COG5445	COG4191	COG1861	COG1825	COG0399	COG0020	COG0571	COG0566	COG1484	COG4427	COG1974	COG3918	COG0438	COG1840	COG5339	COG0281	COG0389	COG3429	COG2064	COG3293	COG0223	COG3442	COG0094	COG0045	COG4597	COG2127	COG2050	COG1373	COG4063	COG1048	COG3007	COG0266	COG1430	COG0612	COG1385	COG0797	COG2822	COG0666	COG1921	COG2384	COG1239	COG1477	COG2222	COG1505	COG1567	COG3181	COG1885	COG4235	COG5662	COG2391	COG2852	COG0396	COG0200	COG1253	COG4223	COG0575	COG0791	COG2265	COG3448	COG0639	COG4461	COG1323	COG3539	COG1802	COG0041	COG1488	COG2142	COG4019	COG0028	COG0251	COG1396	COG0253	COG0242	COG3660	COG0150	COG0316	COG0806	COG1674	COG0702	COG1475	COG3557	COG2153	COG0022	COG3116	COG0110	COG0358	COG0038	COG0141	COG2065	COG0809	COG2385	COG1570	COG0628	COG1357	COG4208	COG0015	COG3496	COG0606	COG4091	COG0482	COG0343	COG4982	COG1404	COG0196	COG3836	COG5050	COG0136	COG0288	COG5297	COG0154	COG2230	COG1426	COG2511	COG0072	COG2935	COG1816	COG2759	COG2156	COG0008	COG3178	COG4123	COG0564	COG0065	COG0605	COG2141	COG4723	COG0835	COG4129	COG0495	COG0494	COG0112	COG0534	COG4425	COG0366	COG0452	COG0054	COG1199	COG3321	COG3344	COG0704	COG1211	COG2936	COG0561	COG3871	COG3973	COG4261	COG0583	COG3956	COG1529	COG1349	COG1959	COG0657	COG0093	COG0595	COG0607	COG1108	COG0098	COG2738	COG0188	COG5253	COG1970	COG1126	COG0608	COG1186	COG2867	COG2272	COG0701	COG0184	COG5545	COG0814	COG3485	COG0619	COG2345	COG0443	COG5293	COG0656	COG0003	COG2114	COG0388	COG0682	COG1109	COG0668	COG4405	COG1233	COG0005	COG2329	COG0318	COG0405	COG1132	COG4137	COG0076	COG2040	COG0539	COG1042	COG2309	COG3237	COG2954	COG5282	COG3835	COG1480	COG3336	COG4119	COG4834	COG1751	COG1309	COG4370	COG0155	COG0231	COG0423	COG0240	COG1545	COG4422	COG3670	COG2508	COG1331	COG2077	COG4166	COG0391	COG4086	COG2274	COG0464	COG2079	COG0860	COG0640	COG0069	COG2205	COG4767	COG4466	COG5637	COG2239	COG1842	COG0586	COG0077	COG4667	COG3295	COG2177	COG2909	COG5642	COG3109	COG3061	COG4653	COG2059	COG3315	COG1181	COG0775	COG1051	COG5184	COG1412	COG0837	COG0127	COG1989	COG1074	COG1014	COG1518	COG4246	COG0018	COG2897	COG2942	COG1290	COG1010	COG0164	COG1333	COG1605	COG0276	COG0703	COG4518	COG3183	COG0357	COG0048	COG2989	COG1049	COG1900	COG0711	COG1624	COG2977	COG1330	COG4319	COG0099	COG1225	COG1853	COG1641	COG0151	COG1716	COG0665	COG1192	COG0198	COG5155	COG0758	COG0582	COG1755	COG0747	COG0728	COG1266	COG3884	COG3900	COG5562	COG5479	COG1820	COG1015	COG0465	COG0024	COG0102	COG4641	COG4101	COG1657	COG0710	COG5178	COG1061	COG0301	COG0671	COG0331	COG1241	COG0642	COG2814	COG0006	COG2902	COG0661	COG0574	COG2246	COG0359	COG2812	COG0400	COG1947	COG5660	COG1227	COG1113	COG0349	COG3164	COG0507	COG0654	COG0636	COG4799	COG5161	COG4232	COG0199	COG0536	COG2828	COG0286	COG2813	COG1127	COG1444	COG0352	COG5635	COG0180	COG0456	COG3517	COG2928	COG0096	COG3802	COG5414	COG4158	COG0165	COG1203	COG2361	COG1028	COG0474	COG0337	COG0327	COG0558	COG5499	COG4619	COG0084	COG3114	COG0802	COG0336	COG2175	COG2128	COG0031	COG0542	COG3122	COG2259	COG3887	COG1743	COG4603	COG3022	COG0692	COG1215	COG0332	COG2253	COG2357	COG4842	COG0264	COG3655	COG3617	COG1410	COG0236	COG0547	COG0092	COG5650	COG1189	COG1261	COG0779	COG3757	COG4238	COG0101	COG3552	COG5423	COG0292	COG0126	COG3358	COG0845	COG3500	COG3117	COG4892	COG1302	COG2944	COG4908	COG0013	COG3764	COG1907	COG2854	COG0209	COG1686	COG0769	COG3473	COG2884	COG4478	COG0537	COG3203	COG1301	COG1884	COG0219	COG0673	COG1580	COG0055	COG0552	COG1134	COG5271	COG2015	COG4301	COG3511	COG0351	COG1576	COG2927	COG3814	COG5295	COG0217	COG4031	COG4152	COG4108	COG4783	COG2032	COG3127	COG1846	COG1793	COG4185	COG0739	COG1077	COG3948	COG3915	COG1131	COG2518	COG3537	COG0174	COG1925	COG1539	COG1534	COG3134	COG2162	COG0238	COG3807	COG3906	COG1514	COG0324	COG0602	COG0439	COG0851	COG2966	COG0395	COG1403	COG1942	COG2124	COG1119	COG0819	COG4784	COG3277	COG5651	COG0501	COG1021	COG2027	COG2826	COG1560	COG3598	COG0262	COG5612	COG1732	COG4904	COG2984	COG3846	COG0346	COG1485	COG0030	COG0517	COG0085	COG1543	COG3145	COG0187	COG0477	COG3792	COG0510	COG1513	COG1218	COG0578	COG5281	COG0840	COG3010	COG1062	COG0377	COG0265	COG4608	COG4449	COG2314	COG1734	COG4443	COG5022	COG0505	COG0159	COG5028	COG1376	COG0091	COG0805	COG5223	COG2255	COG0172	COG0634	COG3639	COG0345	COG3837	COG1295	COG1461	COG1152	COG5175	COG0603	COG2911	COG0306	COG1904	COG1107	COG5049	COG0220	COG0090	COG3428	COG0573	COG3477	COG1722	COG4178	COG2063	COG1329	COG1780	COG4782	COG0568	COG1177	COG2250	COG1202	COG0061	COG5186	COG0161	COG4962	COG0125	COG3711	COG5450	COG1328	COG0315	COG4398	COG1964	COG3742	COG3559	COG5530	COG0521	COG1729	COG0019	COG1353	COG0036	COG2346	COG3633	COG3899	COG0740	COG0621	COG2857	COG1508	COG4813	COG0124	COG0353	COG0248	COG0484	COG0228	COG0455	COG1559	COG4758	COG1464	COG4458	COG1773	COG3682	COG0328	COG3510	COG2182	COG0373	COG0270	COG0461	COG3631	COG4762	COG1044	COG1682	COG1011	COG4247	COG0002	COG1905	COG0488	COG3756	COG0663	COG0631	COG0725	COG0312	COG0039	COG1526	COG1574	COG3628	COG0133	COG0081	COG0007	COG2271	COG0173	COG1920	COG1680	COG3622	COG3748	COG4222	COG0540	COG2262	COG0310	COG0272	COG0278	COG1549	COG0416	COG0509	COG2959	COG1721	COG0833	COG0821	COG4575	COG0765	COG0796	COG0360	COG2003	COG3634	COG0817	COG4675	COG1418	COG0340	COG5074	COG0109	COG0681	COG4097	COG0140	COG0279	COG2899	COG2091	COG1380	COG1564	COG0674	COG2452	COG3356	COG1117	COG2939	COG0463	COG5001	COG1297	COG1063	COG0149	COG4258	COG1420	COG5023	COG3459	COG0383	COG5518	COG0596	COG2414	COG4849	COG3254	COG0545	COG4354	COG1893	COG3629	COG1960	COG2873	COG5532	COG0535	COG5525	COG0442	COG4949	COG2426	COG4965	COG5503	COG0604	COG3957	COG2996	COG3247	COG4774	COG0592	COG2716	COG0813	COG4594	COG0367	COG0304	COG1450	COG3656	COG3040	COG2821	COG0662	COG2066	COG1758	COG5353	COG4293	COG4320	COG0556	COG4555	COG1122	COG2134	COG0555	COG5002	COG3427	COG3701	COG2740	COG0139	COG0852	COG2914	COG1125	COG4335	COG1929	COG4956	COG2916	COG0560	COG4624	COG1387	COG3118	COG1092	COG1622	COG2755	COG1741	COG0107	COG0546	COG5634	COG2226	COG0533	COG2976	COG0178	COG0042	COG1314	COG2171	COG1305	COG0720	COG1826	COG2353	COG3391	COG0836	COG3672	COG0243	COG0812	COG0798	COG3259	COG0810	COG0799	COG1429	COG5013	COG1175	COG1045	COG1782	COG3593	COG1252	COG1171	COG0444	COG0378	COG0445	COG0194	COG2223	COG5511	COG4924	COG0637	COG0598	COG5422	COG1212	COG2195	COG0303	COG4963	COG5340	COG2076	COG3157	COG3481	COG3268	COG1472	COG1146	COG0294	COG0818	COG0611	COG0382	COG0035	COG1438	COG5280	COG0117	COG3826	COG0334	COG0718	COG3152	COG0781	COG2906	COG1393	COG3253	COG1026	COG2165	COG1321	COG0766	COG0299	COG1101	COG4372	COG2234	COG4517	COG4195	COG3898	COG1932	COG1332	COG0811	COG2907	COG1086	COG2343	COG4149	COG4690	COG3889	COG0690	COG1060	COG3687	COG4196	COG4631	COG0063	COG0001	COG1928	COG0686	COG1140	COG4578	COG4423	COG0284	COG0009	COG0364	COG3572	COG1502	COG3324	COG2186	COG0732	COG1801	COG0177	COG0056	COG0483	COG0406	COG1961	COG1179	COG2072	COG2030	COG3509	COG4699	COG1848	COG0548	COG4945	COG1837	COG2307	COG3440	COG1278	COG0764	COG2915	COG2945	COG0525	COG3547	COG0285	COG0478	COG1070	COG0224	COG0584	COG1652	COG1454	COG1918	COG1012	COG0201	COG0820	COG3231	COG5444	COG0025	COG1217	COG1246	COG0066	COG1896	COG3008	COG4499	COG0599	COG5473	COG0053	COG1864	COG3294	COG4974	COG0491	COG0716	COG3596	COG4105	COG1209	COG2723	COG1940	COG1975	COG0793	COG0441	COG4307	COG2095	COG3942	COG1208	COG4106	COG1251	COG0119	COG0653	COG3260	COG0171	COG1020	COG5480	COG0523	COG4322	COG1752	COG1814	COG5606	COG4573	COG1487	COG1785	COG1778	COG4305	COG0863	COG0379	COG0268	COG3824	COG4850	COG3601	COG0563	COG0696	COG1523	COG1555	COG2409	COG1024	COG0722	COG0664	COG4229	COG1943	COG0768	COG1957	COG3138	COG0143	COG2188	COG1733	COG0323	COG2180	COG3437	COG2303	COG1509	COG2260	COG2200	COG2227	COG0597	COG0670	COG0541	COG0707	COG2801	COG0839	COG1151	COG2823	COG0384	COG2804	COG3733	COG4357	COG5455	COG2919	COG0472	COG2367	COG0513	COG5228	COG0213	COG0049	COG3747	COG1762	COG0508	COG2304	COG2937	COG0230	COG0321	COG3226	COG3664	COG4992	COG0627	COG1511	COG2120	COG4864	COG1191	COG1210	COG3566	COG0419	COG3523	COG2161	COG5163	COG4590	COG1368	COG0257	COG0801	COG0473	COG1685	COG1064	COG0089	COG0641	COG3583	COG3954	COG5038	COG0721	COG1562	COG3464	COG3221	COG2057	COG1807	COG0319	COG0192	COG1022	COG0451	COG0527	COG3107	COG1419	COG4697	COG0503	COG2103	COG2315	COG2267	COG3920	COG4912	COG4907	COG0255	COG1512	COG0060	COG3002	COG1791	COG0275	COG2890	COG0459	COG0589	COG1983	COG0826	COG1862	COG1166	COG0210	COG0831	COG5598	COG4170	COG0743	COG2502	COG3857	COG1197	COG2912	COG3417	COG0693	COG4306	COG4585	COG1914	COG5296	COG3256	COG1714	COG3941	COG2149	COG1819	COG3946	COG5495	COG0466	COG4983	COG4720	COG5435	COG5008	COG0237	COG1169	COG4420	COG0152	COG4472	COG1335	COG2733	COG3514	COG2905	COG3167	COG1503	COG0267	COG2974	COG2941	COG0390	COG5544	COG3568	COG1141	COG2269	COG4230	COG2373	COG1811	COG4552	COG3196	COG4221	COG1875	COG1476	COG0208	COG1366	COG2931	COG4255	COG1498	COG2067	COG1293	COG3402	COG4098	COG5010	COG2334	COG0752	COG2181	COG4770	COG1160	COG1894	COG3551	COG1739	COG4943	COG1250	COG0538	COG2835	COG0103	COG3009	COG0557	COG1575	COG0168	COG0526	COG1377	COG0460	COG3328	COG0762	COG1307	COG0590	COG3486	COG1726	COG2116	COG3299	COG3715	COG2207	COG2011	COG3945	COG3513	COG4716	COG0249	COG0153	COG0756	COG3714	COG2009	COG0479	COG1228	COG4386	COG0079	COG0014	COG0450	COG4973	COG0745	COG1148	COG0804	COG3200	COG4970	COG1057	COG1187	COG0448	COG1538	COG0858	COG4175	COG0244	COG2337	COG1205	COG0129	COG1506	COG0114	COG1977	COG3879	COG0341	COG3222	COG0104	COG1316	COG0767	COG1522	COG0175	COG4856	COG2151	COG3279	COG0469	COG0468	COG1647	COG5552	COG3930	COG1696	COG1235	COG0302	COG1463	COG0211	COG2898	COG3063	COG0834	COG1866	COG0280	COG3684	COG1604	COG0354	COG0519	COG5563	COG2104	COG4018	COG0772	COG0593	COG1650	COG0827	COG2137	COG3361	COG0057	COG4121	COG1847	COG0683	COG0446	COG0144	COG4453	COG1966	COG0727	COG0313	COG0842	COG3905	COG4691	COG1230	COG5229	COG0706	COG0698	COG0816	COG1835	COG3156	COG1999	COG2900	COG3119	COG5222	COG0058	COG5512	COG0167	COG0687	COG0088	COG0594	COG4565	COG2138	COG3071	COG1180	COG1222	COG3800	COG0569	COG0618	COG0719	COG1839	COG0333	COG1409	COG0203	COG0730	COG3619	COG0481	COG1577	COG4953	COG0520	COG3266	COG0629	COG1621	COG1154	COG1841	COG1702	COG1272	COG1280	COG1279	COG1926	COG3195	COG0782	COG0498	COG1196	COG3744	COG1018	COG2326	COG1669	COG1249	COG0581	COG0290	COG0204	COG2521	COG0847	COG5652	COG1595	COG0147	COG2896	COG3087	COG0033	COG0550	COG3492	COG0130	COG1520	COG1629	COG0741	COG2946	COG3737	COG3176	COG0787	COG0134	COG1982	COG0250	COG1754
Mtub_all_permissive	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1
Mtub_all_restrictive	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1
