organism	cogs
Mycobacterium_tuberculosis	COG4542,COG1640,COG1429,COG0007,COG0156,COG0236,COG3259,COG0477,COG0477,COG0477,COG2141,COG0596,COG1260,COG5336,COG4573,COG0277,COG2838,COG1028,COG1760,COG1760,COG0112,COG1228,COG1168,COG0596,COG1611,COG3260,COG0651,COG0651,COG0650,COG4237,COG0651,COG0651,COG3261,COG2226,COG0775,COG0775,COG2217,COG2175,COG1819,COG0318,COG3433,COG3433,COG1020,COG1020,COG3336,COG2217,COG0474,COG0279,COG0241,COG0028,COG0028,COG0318,COG0366,COG3281,COG2030,COG1960,COG2141,COG0596,COG2124,COG0038,COG3315,COG3315,COG1012,COG1028,COG0604,COG1960,COG3288,COG3288,COG1282,COG0277,COG0824,COG0318,COG5379,COG4547,COG4632,COG2267,COG1472,COG0129,COG0129,COG2814,COG0243,COG1751,COG1283,COG1274,COG3172,COG0318,COG2030,COG2030,COG0657,COG2041,COG2041,COG1638,COG0657,COG1024,COG1012,COG2226,COG0659,COG1009,COG1960,COG0208,COG1012,COG5474,COG2030,COG1028,COG0183,COG1960,COG1853,COG1882,COG0479,COG1053,COG1282,COG2822,COG1251,COG2146,COG2146,COG2087,COG2138,COG1587,COG2223,COG1984,COG2049,COG0146,COG0146,COG2223,COG0318,COG1960,COG1960,COG1647,COG0346,COG3315,COG4181,COG4362,COG1647,COG4106,COG0376,COG1028,COG0778,COG0133,COG0671,COG2273,COG4829,COG0584,COG0717,COG2120,COG0607,COG0127,COG0500,COG2124,COG2226,COG0446,COG0436,COG0247,COG0209,COG2068,COG4468,COG2050,COG0104,COG1712,COG2239,COG0191,COG4833,COG3427,COG2068,COG1529,COG2080,COG1319,COG0504,COG0543,COG0543,COG0027,COG0607,COG0626,COG1252,COG2822,COG3572,COG1502,COG1335,COG1960,COG0318,COG3321,COG2141,COG0280,COG0282,COG0834,COG2898,COG1051,COG0352,COG0665,COG2104,COG2022,COG2234,COG3127,COG0351,COG0422,COG0474,COG3844,COG2828,COG1109,COG2032,COG1183,COG0688,COG1028,COG5310,COG2230,COG4813,COG1024,COG1505,COG1012,COG1249,COG0226,COG2128,COG3884,COG1250,COG1575,COG1575,COG4147,COG5455,COG0274,COG4459,COG0388,COG4221,COG1940,COG1448,COG1279,COG2303,COG3954,COG0248,COG0248,COG4603,COG1082,COG2050,COG0345,COG0204,COG2230,COG2030,COG0373,COG0181,COG0007,COG0113,COG4993,COG1304,COG1304,COG2755,COG2382,COG0001,COG0406,COG1333,COG4176,COG0332,COG1575,COG1575,COG0005,COG4773,COG0318,COG0243,COG0306,COG0447,COG0318,COG0596,COG1165,COG0644,COG0142,COG0240,COG2072,COG2226,COG2124,COG0209,COG1488,COG0654,COG0654,COG3832,COG3407,COG3537,COG0034,COG0687,COG0153,COG3639,COG1024,COG2030,COG2030,COG2030,COG2230,COG2230,COG2230,COG2230,COG0596,COG0661,COG0661,COG0383,COG0383,COG1940,COG3670,COG3119,COG3356,COG3509,COG1960,COG1024,COG0439,COG1028,COG0446,COG0508,COG0535,COG1304,COG1304,COG1402,COG2303,COG0546,COG3119,COG0697,COG0697,COG3315,COG3315,COG0235,COG0235,COG0111,COG1070,COG3315,COG0563,COG2060,COG4247,COG3200,COG4741,COG2084,COG1960,COG1012,COG3454,COG0537,COG1141,COG2124,COG4221,COG2124,COG1012,COG1028,COG2084,COG0151,COG0405,COG0015,COG2124,COG0152,COG2814,COG2814,COG2220,COG0047,COG2141,COG1359,COG2837,COG1362,COG0046,COG3479,COG4106,COG0034,COG0150,COG3485,COG2897,COG1117,COG0704,COG3315,COG2226,COG0596,COG0477,COG0477,COG0477,COG1071,COG2132,COG0041,COG0477,COG0477,COG0477,COG1028,COG3961,COG3961,COG1770,COG1804,COG0436,COG0183,COG1250,COG0315,COG0521,COG0314,COG1977,COG2896,COG1960,COG2814,COG1932,COG1932,COG0547,COG0493,COG2764,COG0372,COG2072,COG3315,COG1049,COG1049,COG0372,COG1233,COG3080,COG0825,COG1024,COG2220,COG0474,COG3427,COG3670,COG0183,COG0655,COG1028,COG0573,COG0581,COG1117,COG0581,COG0179,COG2141,COG4059,COG2072,COG0166,COG1605,COG0045,COG0074,COG2141,COG0299,COG0138,COG1239,COG2352,COG2217,COG1024,COG1960,COG4770,COG4799,COG1960,COG1454,COG0405,COG0521,COG0142,COG0212,COG0382,COG0382,COG1410,COG2235,COG0147,COG0147,COG3669,COG1947,COG2764,COG0318,COG0462,COG0148,COG0248,COG0248,COG2060,COG2216,COG2156,COG0856,COG4221,COG0318,COG4594,COG0607,COG1024,COG1024,COG0183,COG2755,COG0657,COG0626,COG4909,COG2120,COG0020,COG1072,COG4019,COG0726,COG0114,COG1494,COG2059,COG1359,COG1023,COG0596,COG0596,COG0635,COG0574,COG3427,COG2079,COG0372,COG4993,COG0620,COG0620,COG0644,COG1024,COG1024,COG1804,COG1028,COG2227,COG1429,COG3315,COG4982,COG4982,COG1051,COG5013,COG5013,COG1140,COG1140,COG2180,COG2180,COG2181,COG2181,COG0747,COG0747,COG2120,COG1060,COG1060,COG0118,COG1902,COG1146,COG0436,COG3321,COG3321,COG1020,COG0318,COG1012,COG0506,COG0596,COG0596,COG0596,COG0318,COG2814,COG2171,COG1611,COG0318,COG0294,COG0855,COG0448,COG0647,COG2239,COG1814,COG1653,COG1175,COG0395,COG3839,COG0598,COG0039,COG1902,COG4221,COG0567,COG0567,COG0567,COG4166,COG2814,COG2814,COG2124,COG0277,COG0654,COG0654,COG0537,COG3459,COG0661,COG0661,COG4693,COG2303,COG0747,COG0747,COG1173,COG1173,COG0601,COG0601,COG0288,COG0175,COG0175,COG2895,COG0015,COG0019,COG0460,COG0498,COG0083,COG0356,COG0636,COG0711,COG0712,COG0056,COG0224,COG0055,COG0355,COG2096,COG0183,COG0296,COG0366,COG0058,COG1488,COG3469,COG3191,COG1977,COG0031,COG0127,COG0236,COG0318,COG1960,COG1028,COG0722,COG0476,COG2141,COG0843,COG2357,COG3239,COG3138,COG2227,COG3670,COG2065,COG0540,COG0044,COG0505,COG0505,COG0284,COG0194,COG0452,COG0192,COG2072,COG0657,COG0657,COG2226,COG2226,COG0036,COG0117,COG2814,COG0307,COG3616,COG3616,COG0108,COG0054,COG1554,COG4982,COG0391,COG0391,COG0657,COG0318,COG0204,COG1233,COG4982,COG0057,COG0126,COG0149,COG0243,COG0363,COG3429,COG0364,COG0176,COG0021,COG0109,COG0109,COG0604,COG1612,COG0520,COG1960,COG2217,COG1024,COG1048,COG1028,COG0623,COG0276,COG4230,COG1884,COG1884,COG2226,COG2609,COG5285,COG4106,COG0661,COG0661,COG2227,COG2227,COG0318,COG2226,COG1819,COG1216,COG1819,COG3321,COG4724,COG0318,COG1063,COG2128,COG2050,COG0252,COG2346,COG4624,COG4175,COG1022,COG2937,COG1053,COG0479,COG3029,COG3080,COG1171,COG0161,COG0132,COG0151,COG0588,COG3720,COG0020,COG0712,COG0502,COG2816,COG3957,COG0657,COG1051,COG0379,COG0029,COG0157,COG2226,COG2180,COG2180,COG0141,COG0131,COG0118,COG0106,COG0483,COG0107,COG0387,COG0147,COG0147,COG4819,COG0134,COG0133,COG0159,COG0469,COG1946,COG2898,COG4987,COG4988,COG1294,COG0183,COG2814,COG0002,COG1364,COG0548,COG4992,COG0078,COG0137,COG0165,COG3424,COG3321,COG3321,COG1028,COG3321,COG3424,COG2124,COG0598,COG2814,COG0607,COG1960,COG3221,COG0535,COG3243,COG0647,COG0061,COG0504,COG1113,COG0659,COG0283,COG1028,COG1878,COG0439,COG0277,COG3179,COG3315,COG1012,COG0508,COG5013,COG5013,COG2223,COG0659,COG1941,COG1443,COG3572,COG0318,COG0654,COG0654,COG0334,COG3616,COG2234,COG0277,COG0277,COG4770,COG2124,COG2160,COG1148,COG3845,COG1640,COG3696,COG2124,COG1141,COG4774,COG1285,COG1252,COG3000,COG1053,COG0028,COG0028,COG0558,COG0509,COG0142,COG1003,COG1003,COG0596,COG0596,COG2225,COG0070,COG0516,COG0516,COG2050,COG0831,COG0832,COG0804,COG1252,COG2141,COG1028,COG0725,COG4149,COG1118,COG1064,COG2258,COG4221,COG1804,COG1804,COG0183,COG1251,COG1304,COG1304,COG2066,COG1896,COG2193,COG2814,COG0174,COG2159,COG2124,COG4774,COG4221,COG3427,COG1605,COG1691,COG1014,COG1469,COG1063,COG3315,COG0011,COG2814,COG0665,COG1122,COG0602,COG0376,COG0735,COG0604,COG2224,COG2224,COG0520,COG0204,COG0560,COG3007,COG0318,COG1028,COG0189,COG0189,COG0189,COG1960,COG1960,COG1024,COG2141,COG0543,COG0543,COG0596,COG1853,COG1028,COG0473,COG0473,COG0055,COG5598,COG4770,COG1154,COG1154,COG0318,COG2226,COG0531,COG1279,COG5297,COG2217,COG0474,COG2513,COG0531,COG2072,COG2072,COG3884,COG1028,COG2226,COG1146,COG0260,COG1252,COG0053,COG1105,COG2312,COG0778,COG0778,COG3251,COG3832,COG0235,COG0235,COG3839,COG0395,COG1175,COG1653,COG1335,COG3479,COG2272,COG3321,COG3321,COG0674,COG0412,COG0803,COG1108,COG1429,COG0155,COG2082,COG1010,COG2227,COG2099,COG2875,COG2242,COG2041,COG0006,COG0340,COG0034,COG1850,COG0006,COG0856,COG0320,COG1231,COG0165,COG0040,COG0139,COG1410,COG4221,COG1218,COG2977,COG0406,COG1968,COG0167,COG0325,COG1496,COG2141,COG0142,COG0559,COG3200,COG1014,COG0204,COG0003,COG0425,COG1513,COG1022,COG0547,COG1845,COG2010,COG2010,COG0723,COG1290,COG1977,COG1622,COG0367,COG0524,COG1929,COG2038,COG0368,COG0115,COG0115,COG0404,COG0260,COG0508,COG0321,COG0320,COG0559,COG0174,COG0174,COG0596,COG0596,COG0413,COG0406,COG0079,COG0546,COG0546,COG1270,COG2609,COG0331,COG0236,COG0304,COG0304,COG0304,COG0304,COG4799,COG0578,COG0277,COG1597,COG1429,COG2160,COG0500,COG1062,COG1028,COG2124,COG2124,COG1152,COG2124,COG0584,COG0306,COG0306,COG0657,COG0025,COG2134,COG2897,COG0775,COG0775,COG0775,COG0775,COG1168,COG0596,COG0667,COG2159,COG2216,COG2128,COG1175,COG1653,COG0531,COG1834,COG0619,COG1122,COG1122,COG2223,COG0369,COG0369,COG0281,COG2814,COG2814,COG1045,COG4365,COG0135,COG0476,COG0232,COG0735,COG1148,COG0020,COG1155,COG3251,COG3486,COG1020,COG1020,COG1020,COG1020,COG1020,COG3321,COG3321,COG3321,COG1020,COG1021,COG0635,COG0155,COG0175,COG0175,COG2138,COG0405,COG4208,COG0555,COG0555,COG1613,COG3387,COG1307,COG2755,COG0406,COG1057,COG0014,COG2128,COG0524,COG0171,COG0263,COG1301,COG0105,COG4097,COG0285,COG0746,COG1013,COG0674,COG2814,COG2814,COG2040,COG2814,COG2346,COG0366,COG0611,COG0824,COG2902,COG2937,COG0560,COG0028,COG0028,COG0657,COG1024,COG1611,COG0207,COG3963,COG0508,COG0022,COG1071,COG2301,COG2030,COG1960,COG4770,COG4799,COG2057,COG1788,COG0318,COG0624,COG0736,COG4982,COG1740,COG1878,COG0006,COG2717,COG0757,COG0337,COG0703,COG0082,COG0169,COG0432,COG1893,COG3427,COG1927,COG0503,COG0747,COG0747,COG0160,COG1022,COG1785,COG0311,COG1946,COG0214,COG0259,COG1560,COG0537,COG4176,COG3458,COG1232,COG4230,COG1845,COG0346,COG0798,COG3622,COG1155,COG3777,COG4302,COG2116,COG1985,COG0596,COG0500,COG3253,COG3253,COG0407,COG1024,COG1055,COG1055,COG1962,COG0531,COG0596,COG0756,COG0129,COG0129,COG4631,COG0483,COG1940,COG4988,COG1249,COG0596,COG0284,COG0861,COG1960,COG0253,COG3885,COG0697,COG0697,COG1819,COG4308,COG0558,COG1246,COG1359,COG1028,COG3315,COG0329,COG1351,COG0262,COG0207,COG0412,COG0655,COG0289,COG4603,COG1018,COG0686,COG0196,COG1960,COG0183,COG2977,COG1075,COG3221,COG4850,COG2937,COG4987,COG3491,COG2240,COG4458,COG1024,COG3839,COG1653,COG0395,COG1175,COG0618,COG1791,COG1791,COG2814,COG1797,COG1239,COG0579,COG2267,COG3376,COG1028,COG1012,COG2071,COG0174,COG0821,COG0743,COG0785,COG0785,COG0575,COG0528,COG2141,COG2375,COG1526,COG0243,COG0046,COG1829,COG3653,COG1228,COG0347,COG0004,COG3208,COG1049,COG1049,COG0318,COG3321,COG3321,COG3321,COG3321,COG3321,COG3321,COG0318,COG2160,COG3321,COG3321,COG0318,COG3161,COG0318,COG2141,COG2226,COG0604,COG1819,COG1819,COG0788,COG0669,COG1038,COG0657,COG0656,COG0611,COG0136,COG0240,COG1920,COG0855,COG1051,COG0066,COG0065,COG0179,COG2271,COG0473,COG0473,COG1233,COG4631,COG0390,COG0059,COG0059,COG0440,COG2133,COG1853,COG1285,COG0205,COG0620,COG2902,COG1104,COG0204,COG2025,COG2086,COG2227,COG1543,COG1942,COG3799,COG2226,COG1024,COG1051,COG1119,COG0560,COG0843,COG0614,COG1064,COG2072,COG0209,COG1780,COG0431,COG4221,COG2124,COG1960,COG1960,COG1966,COG1966,COG0033,COG0239,COG0239,COG2141,COG2301,COG2141,COG2072,COG0657,COG4221,COG1062,COG1494,COG0318,COG2141,COG1960,COG3934,COG3119,COG2162,COG0493,COG0277,COG0546,COG2897,COG2124,COG5398,COG0327,COG0778,COG0778,COG0778,COG0483,COG1960,COG1960,COG0604,COG0209,COG0838,COG0377,COG0852,COG0649,COG1905,COG1894,COG1034,COG1005,COG1143,COG0839,COG0713,COG1009,COG1008,COG1007,COG4638,COG1410,COG1231,COG0596,COG3262,COG0596,COG2141,COG0661,COG0661,COG2816,COG0569,COG0596,COG3001,COG4143,COG3345,COG1169,COG1169,COG3601,COG1597,COG1038,COG1038,COG1028,COG0128,COG1018,COG2326,COG0490,COG0125,COG0499,COG1773,COG1773,COG0531,COG0654,COG0654,COG1482,COG1109,COG0391,COG0391,COG1478,COG0318,COG1740,COG2217,COG0053,COG1804,COG0659,COG1960,COG0041,COG0026,COG2246,COG0340,COG4799,COG0424,COG2897,COG4770,COG1788,COG0160,COG3509,COG3119,COG0704,COG0578,COG1249,COG0127,COG0005,COG1109,COG0035,COG3119,COG0596,COG1816,COG0213,COG0295,COG2009,COG2142,COG1053,COG0479,COG0315,COG2128,COG0161,COG2814,COG1820,COG0833,COG0538,COG2873,COG2021,COG2226,COG4833,COG0277,COG0190,COG1902,COG0778,COG2515,COG1877,COG1024,COG1011,COG1657,COG0146,COG0146,COG1154,COG1154,COG0142,COG2030,COG2030,COG0406,COG3320,COG2230,COG1957,COG0519,COG1562,COG3315,COG0637,COG1554,COG2175,COG2303,COG0516,COG0516,COG0516,COG3395,COG2015,COG2015,COG0076,COG0063,COG4631,COG0412,COG1109,COG3281,COG0804,COG2141,COG0119,COG0028,COG0028,COG0662,COG0596,COG0362,COG0367,COG2414,COG1028,COG0657,COG0380,COG4208,COG0209,COG1028,COG1141,COG1960,COG1960,COG0318,COG0028,COG0028,COG2159,COG0318,COG1024,COG1410,COG2124,COG2141,COG0183,COG0183,COG4638,COG1274,COG1028,COG0119,COG4569,COG3971,COG1053,COG0183,COG1960,COG1960,COG2124,COG0183,COG2403,COG1028,COG1028,COG1024,COG1788,COG2057,COG3239,COG0183,COG1028,COG1960,COG0318,COG1960,COG1960,COG1960,COG0436,COG1853,COG2514,COG2514,COG0596,COG1960,COG1018,COG2040,COG1960,COG1960,COG2220,COG1055,COG0245,COG1211,COG2847,COG0288,COG0596,COG2329,COG1521,COG0853,COG0414,COG0722,COG0529,COG0801,COG0302,COG2241,COG0135,COG0596,COG2141,COG0634,COG0221,COG2899,COG5285,COG1053,COG5285,COG2355,COG2873,COG0560,COG1173,COG1173,COG0601,COG0601,COG4166,COG0365,COG0596,COG0003,COG0003,COG0031,COG2124,COG1429,COG0554,COG0500,COG0520,COG3572,COG1770,COG2209,COG0136,COG0527,COG0119,COG0277,COG2230,COG1167,COG1575,COG1575,COG1063,COG1964,COG4119,COG1839,COG2072,COG2072,COG2217,COG1359,COG0287,COG1174,COG1174,COG1125,COG2015,COG4773,COG3315,COG0079,COG1024,COG0320,COG0604,COG0520,COG1134,COG1682,COG3315,COG2246,COG0277,COG0559,COG0366,COG1960,COG4799,COG3321,COG0318,COG0382,COG0671,COG1216,COG0561,COG0204,COG0204,COG0204,COG2220,COG1263,COG1020,COG3321,COG0318,COG1233,COG0406,COG0077,COG1528,COG0584,COG0561,COG0605,COG4670,COG2072,COG1387,COG0493,COG0069,COG2857,COG2942,COG3783,COG1977,COG2828,COG1051,COG0832,COG1528,COG1907,COG4063,COG2272,COG1900,COG0578,COG0004,COG0371,COG2057,COG1543,COG0334,COG2716,COG0512,COG0512,COG3962,COG0027,COG1575,COG1575,COG3572,COG0019,COG0107,COG1150,COG2154,COG0346,COG0119,COG1884,COG1233,COG3486,COG0369,COG0369,COG0149,COG1232,COG1254,COG0656,COG0318,COG5297,COG0511,COG0573,COG1062,COG1472,COG1492,COG0614,COG1042,COG3119,COG0428,COG1113,COG0461,COG0303,COG2224,COG2230,COG2230,COG0588,COG0560,COG1587,COG1113,COG0785,COG0785,COG2226,COG4230,COG1024,COG0406,COG1062,COG1828,COG1249,COG0115,COG0115,COG0819,COG0031,COG1914,COG0226,COG0226,COG0226,COG0573,COG0303,COG0299,COG0031,COG0304,COG0304,COG0112,COG0761,COG0364,COG0624,COG0156,COG4018,COG3424,COG0458,COG0458,COG0458,COG0458,COG3799,COG2124,COG0296,COG3280,COG1523,COG0156,COG0079,COG1271,COG1250,COG3684,COG3684,COG0001,COG0362,COG0108,COG0208,COG1554,COG1641,COG0140,COG1113,COG0624,COG1446,COG0395,COG3185,COG0031,COG0001,COG0657,COG0147,COG0147,COG1038,COG1118,COG0304,COG0304,COG0698,COG0308,COG1982,COG0596,COG0558,COG1154,COG1154,COG1055,COG1055,COG0569,COG0569,COG0107,COG1028,COG2109,COG1249,COG0785,COG0785,COG0111,COG0028,COG0028,COG0208,COG3119,COG0657,COG2896,COG2154,COG0315,COG1977,COG0476,COG3485,COG0314,COG0596,COG0474,COG3250,COG0476,COG4631,COG0406,COG3239,COG0475,COG1216,COG1012,COG3256,COG0314,COG0761,COG0142,COG0334,COG0318,COG2030,COG2162,COG1539,COG0294,COG3186,COG1038,COG1894,COG1945,COG1216,COG1020,COG0160,COG0135
Streptococcus_thermophilus	COG1762,COG1173,COG1173,COG3384,COG2857,COG0764,COG0236,COG0831,COG0832,COG2065,COG4708,COG1126,COG1477,COG4059,COG0777,COG0125,COG0149,COG1925,COG3720,COG1173,COG1173,COG0208,COG0572,COG0569,COG0036,COG0626,COG0035,COG1335,COG0288,COG0756,COG0503,COG0710,COG0540,COG1122,COG1122,COG0558,COG1286,COG0105,COG3407,COG1011,COG0015,COG0041,COG0452,COG1045,COG0634,COG1071,COG0141,COG0462,COG0236,COG0504,COG1171,COG1126,COG0020,COG0171,COG0670,COG1560,COG0619,COG1122,COG1464,COG1135,COG2011,COG0411,COG0527,COG1024,COG0332,COG1028,COG0439,COG1104,COG0528,COG0224,COG0686,COG0344,COG1126,COG0236,COG1072,COG3845,COG4603,COG0028,COG0028,COG1393,COG0226,COG1117,COG0022,COG0120,COG1942,COG3884,COG1012,COG1247,COG0531,COG0656,COG0462,COG2050,COG0346,COG1176,COG3615,COG0510,COG1057,COG0580,COG0474,COG0736,COG0722,COG2131,COG0598,COG2171,COG1363,COG1363,COG4945,COG0563,COG4457,COG1633,COG0543,COG0543,COG0581,COG3842,COG1539,COG0294,COG0165,COG0137,COG1543,COG3572,COG1597,COG0289,COG1126,COG0834,COG0636,COG0299,COG0151,COG0026,COG0671,COG0477,COG0477,COG0477,COG0535,COG1878,COG0559,COG4177,COG0458,COG0458,COG0458,COG0458,COG0006,COG0082,COG1940,COG1816,COG1435,COG4690,COG0031,COG0535,COG0010,COG0573,COG0308,COG1051,COG0561,COG0053,COG1605,COG0066,COG0588,COG0327,COG1109,COG0596,COG1105,COG1280,COG3250,COG2017,COG0444,COG0444,COG0598,COG3859,COG0129,COG0129,COG0436,COG1119,COG4820,COG1882,COG1482,COG4392,COG0240,COG0425,COG0345,COG0440,COG0619,COG1893,COG2502,COG0055,COG1814,COG0696,COG0818,COG3527,COG1249,COG1393,COG1932,COG1932,COG2814,COG2814,COG0476,COG0620,COG0516,COG0516,COG0436,COG0416,COG0152,COG0034,COG0150,COG0138,COG1307,COG4632,COG2230,COG1780,COG2807,COG2807,COG0765,COG0520,COG1254,COG0804,COG0310,COG1912,COG4720,COG0619,COG0021,COG0561,COG1168,COG1227,COG0637,COG0304,COG0304,COG0511,COG0301,COG1051,COG0334,COG0388,COG4992,COG0083,COG0356,COG0561,COG1113,COG2233,COG0505,COG0505,COG1577,COG1304,COG1304,COG3158,COG3425,COG2040,COG1918,COG1918,COG2267,COG0148,COG2352,COG0605,COG0325,COG1914,COG1020,COG1109,COG0687,COG1079,COG0626,COG4720,COG1940,COG0607,COG2211,COG1230,COG1063,COG2820,COG0461,COG4166,COG0196,COG0483,COG3937,COG0005,COG1141,COG0778,COG1235,COG1126,COG0834,COG0340,COG1829,COG0716,COG0205,COG0065,COG0473,COG0473,COG1307,COG0142,COG1897,COG4468,COG0140,COG0139,COG0107,COG0079,COG0647,COG2898,COG0446,COG4720,COG4720,COG1167,COG3038,COG2223,COG2357,COG1682,COG1051,COG0560,COG1839,COG0687,COG1177,COG0801,COG0366,COG3733,COG0134,COG0474,COG3338,COG4619,COG0346,COG4993,COG0605,COG4696,COG0722,COG1621,COG4548,COG1785,COG3685,COG0174,COG0126,COG0503,COG5050,COG0104,COG0446,COG0602,COG1013,COG3181,COG1121,COG1108,COG0575,COG0671,COG0127,COG3716,COG3444,COG0825,COG1105,COG1299,COG0285,COG1164,COG0548,COG1820,COG0686,COG1249,COG1577,COG0833,COG0765,COG2128,COG1268,COG2977,COG0618,COG0147,COG0147,COG0452,COG3443,COG1028,COG0546,COG2837,COG2822,COG4284,COG1523,COG4667,COG0054,COG0765,COG0765,COG0167,COG2755,COG0131,COG3705,COG0635,COG2246,COG1328,COG0329,COG1011,COG1114,COG0778,COG0194,COG0601,COG0601,COG4608,COG1104,COG2071,COG2267,COG4708,COG0159,COG0133,COG0135,COG0697,COG0697,COG1464,COG0834,COG0861,COG1564,COG0500,COG1012,COG0191,COG3572,COG3572,COG0563,COG1051,COG0046,COG2217,COG2309,COG0431,COG1893,COG3321,COG3321,COG0331,COG2814,COG0604,COG0546,COG0406,COG0373,COG2939,COG0351,COG4720,COG0737,COG1429,COG1968,COG1263,COG2190,COG0166,COG1349,COG0412,COG1488,COG3579,COG0019,COG0168,COG0569,COG0569,COG3601,COG1020,COG0834,COG0624,COG0624,COG3633,COG1122,COG1122,COG3715,COG2252,COG0474,COG2133,COG0683,COG0410,COG0031,COG0331,COG1349,COG1249,COG0598,COG0436,COG0002,COG1364,COG0726,COG0460,COG1853,COG0711,COG0712,COG0056,COG0355,COG0004,COG0347,COG0213,COG1907,COG1393,COG1283,COG1167,COG1785,COG1982,COG0452,COG0019,COG0125,COG2814,COG0476,COG2820,COG0775,COG0775,COG1257,COG0207,COG0262,COG0115,COG0115,COG4166,COG0078,COG0370,COG2991,COG0190,COG0063,COG0237,COG4597,COG0169,COG0337,COG0287,COG0039,COG0128,COG0703,COG0077,COG1960,COG1914,COG4221,COG0560,COG0783,COG0735,COG0112,COG0112,COG0474,COG0620,COG0620,COG0685,COG2759,COG0038,COG0436,COG2211,COG2211,COG0720,COG0720,COG0602,COG0391,COG0391,COG4690,COG2217,COG4975,COG0765,COG1126,COG0834,COG4457,COG0519,COG1827,COG0276,COG0581,COG0167,COG0284,COG3104,COG1115,COG2873,COG0561,COG1117,COG0095,COG0058,COG1523,COG0508,COG0340,COG0044,COG0053,COG0661,COG0661,COG2723,COG2723,COG2723,COG0406,COG0813,COG0624,COG0283,COG2195,COG0474,COG0192,COG2271,COG0038,COG3957,COG0469,COG0119,COG0118,COG0141,COG0040,COG0665,COG1080,COG0538,COG0372,COG1048,COG0209,COG0039,COG0136,COG1455,COG0535,COG2211,COG4468,COG0153,COG2918,COG0561,COG0561,COG4166,COG4166,COG4608,COG2223,COG2223,COG1134,COG0834,COG0436,COG0834,COG0834,COG0765,COG2182,COG0697,COG0697,COG0697,COG0697,COG0546,COG0111,COG0302,COG0531,COG0285,COG0204,COG2898,COG0765,COG0765,COG2608,COG2217,COG0547,COG0512,COG0512,COG0147,COG0147,COG1605,COG0537,COG0803,COG2407,COG0025,COG0669,COG3127,COG1126,COG0390,COG0737,COG0014,COG0263,COG1940,COG1263,COG0006,COG2115,COG0057,COG0431,COG0212,COG0282,COG1816,COG0028,COG0028,COG0498,COG1454,COG1012,COG0366,COG0366,COG1283,COG1328,COG1015,COG2227,COG1523,COG3356,COG0535,COG0366,COG0280,COG1387,COG0726,COG0168,COG0704,COG1296,COG1045,COG0346,COG1393,COG2091,COG3664,COG3356,COG0363,COG1929,COG1640,COG1523,COG0106,COG0476,COG2514,COG0061,COG1164,COG0224,COG0535,COG0252,COG1874,COG2502,COG1028,COG1454,COG0527,COG0737,COG0765,COG1454,COG0156,COG0145,COG0145,COG3075,COG3340,COG0657,COG1028,COG2723,COG1307,COG1502
