	COG5444	COG1762	COG2813	COG0696	COG0642	COG1686	COG4573	COG5473	COG3294	COG2385	COG1714	COG3260	COG0747	COG0318	COG0721	COG4166	COG1448	COG1696	COG2234	COG4258	COG0531	COG5002	COG1959	COG5184	COG3846	COG1862	COG3173	COG0096	COG1977	COG3361	COG2065	COG0353	COG3593	COG1860	COG0519	COG1020	COG1739	COG4196	COG2884	COG2856	COG5001	COG4850	COG1070	COG4425	COG0088	COG0367	COG3336	COG0766	COG0736	COG0272	COG5222	COG4129	COG1077	COG5285	COG3957	COG0607	COG0703	COG2956	COG4466	COG5251	COG1173	COG0155	COG3134	COG0798	COG5296	COG0028	COG1564	COG4518	COG0358	COG0383	COG4864	COG0150	COG0135	COG2896	COG0639	COG3715	COG0172	COG0209	COG3701	COG1596	COG1729	COG0140	COG0396	COG3231	COG3737	COG0400	COG0444	COG1999	COG1733	COG1252	COG0416	COG3061	COG4472	COG0146	COG0452	COG4717	COG4675	COG1430	COG1263	COG0354	COG2246	COG1368	COG3488	COG0732	COG2211	COG1353	COG1550	COG1117	COG0244	COG0460	COG0787	COG5525	COG0014	COG3147	COG0793	COG1974	COG3107	COG0627	COG1726	COG2182	COG5269	COG0222	COG4391	COG1503	COG3254	COG2914	COG5650	COG3764	COG1543	COG1048	COG0049	COG1060	COG0864	COG1929	COG2823	COG5050	COG2059	COG3429	COG0280	COG0420	COG3511	COG0159	COG1647	COG0406	COG5028	COG0727	COG0054	COG0675	COG0745	COG3824	COG5353	COG1305	COG4108	COG0461	COG1169	COG1487	COG2869	COG2181	COG0472	COG1373	COG3583	COG1175	COG3748	COG0608	COG0749	COG1321	COG0288	COG0791	COG3757	COG1522	COG2951	COG3268	COG1816	COG2165	COG1549	COG1782	COG0270	COG0730	COG0584	COG2141	COG0448	COG3183	COG4716	COG2367	COG1982	COG4405	COG0382	COG4152	COG0260	COG3517	COG2205	COG3456	COG1140	COG0323	COG4974	COG1049	COG1498	COG0183	COG1215	COG3552	COG1197	COG0201	COG0560	COG0029	COG2309	COG1925	COG4224	COG0299	COG5651	COG3609	COG5445	COG4631	COG0578	COG2138	COG1807	COG3617	COG0706	COG0204	COG0097	COG4499	COG3945	COG3022	COG2308	COG2091	COG3237	COG1362	COG2207	COG0571	COG5423	COG0236	COG0009	COG2966	COG0070	COG4956	COG3557	COG0795	COG3523	COG4983	COG0481	COG0582	COG3871	COG1896	COG0438	COG1134	COG5023	COG2976	COG1166	COG1484	COG0127	COG1280	COG1766	COG3442	COG0142	COG1509	COG3116	COG4221	COG0539	COG4322	COG0505	COG1376	COG1131	COG0198	COG3181	COG1107	COG1302	COG3459	COG3321	COG2755	COG1127	COG1092	COG0251	COG4773	COG3176	COG0315	COG1652	COG2426	COG1914	COG1014	COG3903	COG0821	COG0018	COG5223	COG4232	COG0604	COG1480	COG2116	COG1293	COG3299	COG0586	COG4306	COG2935	COG1971	COG3539	COG1010	COG1743	COG3221	COG0133	COG0711	COG0060	COG0701	COG0852	COG4474	COG4578	COG3622	COG0649	COG0143	COG4459	COG0752	COG0337	COG1966	COG3598	COG0171	COG4603	COG2340	COG1621	COG0001	COG3008	COG5186	COG1335	COG0149	COG1177	COG0072	COG0085	COG2759	COG0564	COG2761	COG4758	COG1637	COG0638	COG0664	COG1307	COG1444	COG0756	COG4423	COG1560	COG0217	COG0267	COG0758	COG1752	COG1225	COG2077	COG2267	COG2329	COG0674	COG1657	COG1512	COG0038	COG4427	COG1349	COG0084	COG0262	COG0558	COG5414	COG1825	COG4335	COG4684	COG3277	COG0725	COG3639	COG0473	COG1044	COG0491	COG0253	COG3596	COG0042	COG0836	COG4565	COG0832	COG5049	COG0775	COG3206	COG1513	COG1266	COG0165	COG3898	COG0079	COG3551	COG1476	COG0196	COG4977	COG2974	COG1920	COG0779	COG0284	COG0091	COG4653	COG0850	COG1918	COG4307	COG0045	COG0423	COG0105	COG5511	COG1404	COG1702	COG4932	COG1842	COG0764	COG1758	COG0468	COG1640	COG1024	COG0361	COG4775	COG3634	COG1755	COG2326	COG2716	COG1195	COG0837	COG0057	COG1780	COG5271	COG2890	COG0168	COG3537	COG1074	COG1604	COG0103	COG0327	COG3559	COG1199	COG3157	COG0508	COG0378	COG4782	COG0090	COG3662	COG3464	COG2050	COG2905	COG1875	COG1064	COG3196	COG0813	COG0025	COG0065	COG1235	COG4478	COG0265	COG0130	COG0789	COG0336	COG4784	COG1249	COG0716	COG5340	COG1295	COG1570	COG0528	COG0619	COG3114	COG0708	COG0292	COG3513	COG0482	COG0041	COG1514	COG1290	COG1853	COG3428	COG0746	COG5544	COG0788	COG0326	COG0436	COG0077	COG2521	COG0611	COG2804	COG3178	COG0076	COG3946	COG0013	COG0451	COG1250	COG0153	COG1119	COG0858	COG4255	COG2334	COG3477	COG3629	COG2939	COG1848	COG3391	COG1505	COG0500	COG0767	COG0568	COG4386	COG3857	COG0590	COG3481	COG2262	COG2852	COG3746	COG0781	COG3073	COG0521	COG2945	COG0177	COG4585	COG5563	COG3973	COG0333	COG1961	COG0053	COG4422	COG0439	COG0835	COG1331	COG3486	COG2944	COG5295	COG3698	COG2357	COG5512	COG0542	COG1042	COG1778	COG3117	COG2260	COG0494	COG0555	COG4814	COG1051	COG0114	COG0031	COG3952	COG0055	COG2937	COG1876	COG3256	COG0840	COG0101	COG3427	COG4667	COG0534	COG1214	COG0626	COG1475	COG0441	COG4461	COG2076	COG3328	COG1297	COG0594	COG0238	COG3906	COG0224	COG0841	COG1641	COG0812	COG0332	COG4229	COG2114	COG4963	COG0036	COG1309	COG2127	COG0737	COG0657	COG3920	COG2226	COG2015	COG2307	COG4370	COG2365	COG5624	COG1461	COG2195	COG0466	COG0034	COG4458	COG4624	COG5282	COG3118	COG0683	COG4320	COG1940	COG0128	COG0175	COG1167	COG2124	COG2928	COG4105	COG1622	COG3747	COG3554	COG0687	COG0673	COG1576	COG2180	COG2142	COG0652	COG0063	COG1239	COG2984	COG5662	COG1942	COG0845	COG0495	COG0797	COG5532	COG0016	COG3684	COG1534	COG2079	COG0235	COG2511	COG0728	COG0509	COG3249	COG1466	COG1210	COG0104	COG0277	COG2857	COG1278	COG0863	COG1045	COG4122	COG0210	COG3733	COG0691	COG5635	COG0710	COG0126	COG3800	COG3744	COG0156	COG4965	COG0612	COG1526	COG1125	COG4912	COG0089	COG3259	COG0186	COG2919	COG5038	COG0782	COG0744	COG1218	COG2063	COG0462	COG5155	COG0755	COG4063	COG2137	COG2255	COG5407	COG0692	COG1937	COG1811	COG5008	COG3742	COG1893	COG0157	COG0599	COG4137	COG2120	COG3956	COG2064	COG0768	COG0847	COG1132	COG0825	COG1109	COG0066	COG5010	COG2996	COG0199	COG0213	COG1463	COG3040	COG0058	COG0399	COG3064	COG3293	COG1323	COG1734	COG0112	COG3143	COG1506	COG0360	COG0268	COG5518	COG4924	COG0573	COG2251	COG1061	COG0640	COG0712	COG0240	COG0719	COG5637	COG0760	COG0257	COG2103	COG0589	COG1921	COG1026	COG1122	COG3002	COG1732	COG1808	COG0147	COG4222	COG1511	COG3138	COG1905	COG3167	COG3509	COG0826	COG0313	COG0686	COG0602	COG4849	COG0671	COG1366	COG0008	COG1682	COG1412	COG4575	COG0223	COG0115	COG4683	COG1055	COG4119	COG3942	COG0477	COG1680	COG5435	COG0278	COG0501	COG0527	COG0296	COG1555	COG1529	COG3007	COG2942	COG1454	COG0653	COG2885	COG4767	COG3156	COG0634	COG0211	COG0015	COG1230	COG2224	COG1208	COG2027	COG2230	COG2095	COG4101	COG3835	COG0621	COG4178	COG5022	COG3417	COG0093	COG1773	COG4019	COG1148	COG0139	COG0321	COG0356	COG4699	COG1508	COG0476	COG5455	COG2461	COG1018	COG2261	COG0319	COG0647	COG1882	COG0081	COG0559	COG0665	COG1819	COG0718	COG2936	COG1261	COG1947	COG0654	COG1183	COG2175	COG0192	COG1562	COG0610	COG4246	COG3887	COG0099	COG0188	COG1518	COG0740	COG3653	COG0035	COG5552	COG0739	COG0784	COG2156	COG0365	COG2900	COG0772	COG4097	COG0231	COG0831	COG0161	COG4305	COG1477	COG2409	COG1904	COG0722	COG3682	COG4949	COG0154	COG4149	COG0119	COG0237	COG4357	COG1143	COG4641	COG0007	COG1086	COG0629	COG0773	COG0331	COG1820	COG0583	COG2518	COG2911	COG1385	COG2159	COG2343	COG0248	COG4762	COG1209	COG1316	COG1205	COG2032	COG0230	COG0515	COG0048	COG4723	COG1396	COG2907	COG0125	COG0019	COG2314	COG2502	COG4875	COG0442	COG4970	COG0553	COG2057	COG0379	COG0006	COG0242	COG0419	COG0446	COG2912	COG0720	COG4597	COG1847	COG2337	COG0538	COG1580	COG1983	COG5450	COG1203	COG0357	COG1685	COG2250	COG0328	COG2391	COG0345	COG4197	COG4392	COG0450	COG0431	COG3918	COG2217	COG0386	COG1791	COG1970	COG0503	COG2899	COG4552	COG0264	COG4354	COG3889	COG1146	COG2373	COG0597	COG4973	COG0488	COG3295	COG1957	COG2151	COG2162	COG1160	COG2200	COG0110	COG1233	COG0681	COG1191	COG5025	COG0220	COG1179	COG2946	COG0636	COG4420	COG0134	COG0285	COG1216	COG0193	COG0805	COG0628	COG0498	COG1054	COG0229	COG2304	COG0769	COG1482	COG0389	COG1202	COG2815	COG1198	COG0726	COG3203	COG1438	COG1062	COG3954	COG1613	COG2265	COG4619	COG4098	COG4594	COG4185	COG1420	COG1141	COG0184	COG5545	COG2239	COG0094	COG0352	COG4453	COG0071	COG0810	COG0178	COG4372	COG5642	COG2072	COG2272	COG3943	COG4031	COG0552	COG1212	COG1754	COG0803	COG4962	COG2909	COG3480	COG0364	COG0208	COG0279	COG0561	COG3655	COG0373	COG4691	COG0363	COG0228	COG1152	COG1839	COG0136	COG1835	COG2452	COG5280	COG1624	COG0695	COG1520	COG4175	COG1826	COG0817	COG2149	COG2915	COG3601	COG3837	COG0121	COG1418	COG2153	COG2354	COG2187	COG3009	COG1814	COG0290	COG4293	COG3152	COG1105	COG0575	COG0533	COG2009	COG1241	COG4018	COG0690	COG3670	COG1907	COG1426	COG3311	COG1722	COG2989	COG0469	COG0631	COG0302	COG4590	COG0833	COG0167	COG0547	COG0304	COG0141	COG3455	COG2801	COG1108	COG2188	COG1885	COG0806	COG0092	COG1219	COG0174	COG0194	COG1934	COG2030	COG5177	COG5422	COG3440	COG0526	COG0443	COG1159	COG1011	COG0366	COG5297	COG0796	COG0325	COG4945	COG0563	COG0550	COG3884	COG2346	COG4982	COG0200	COG0666	COG0310	COG3568	COG1038	COG0056	COG4030	COG4106	COG3687	COG5495	COG1192	COG0243	COG4249	COG0707	COG3941	COG0255	COG2740	COG0340	COG2128	COG1234	COG1186	COG1387	COG0474	COG1611	COG0478	COG5499	COG4892	COG0303	COG1377	COG3485	COG5293	COG4774	COG1742	COG3104	COG0069	COG0637	COG5612	COG0544	COG1716	COG3122	COG1332	COG2353	COG1015	COG0557	COG1063	COG5562	COG3547	COG3010	COG0543	COG2259	COG3604	COG3631	COG5175	COG0765	COG1943	COG0151	COG0173	COG2222	COG0606	COG1670	COG0107	COG0152	COG3948	COG1342	COG1669	COG2274	COG0080	COG1283	COG0801	COG5480	COG3807	COG3672	COG3899	COG1380	COG3264	COG3879	COG1227	COG0592	COG4261	COG0398	COG4158	COG0839	COG0480	COG0598	COG0334	COG1964	COG3930	COG5161	COG1900	COG1101	COG3826	COG4856	COG1538	COG3145	COG1196	COG0124	COG1113	COG0024	COG3402	COG0520	COG1228	COG5530	COG1279	COG3809	COG1403	COG0349	COG4301	COG0390	COG0816	COG3915	COG0301	COG0814	COG0276	COG4247	COG3514	COG0219	COG5345	COG2814	COG4637	COG2384	COG4608	COG1650	COG4517	COG0144	COG4720	COG1960	COG0566	COG5652	COG0002	COG1357	COG1211	COG2011	COG3119	COG3756	COG1253	COG1485	COG0741	COG1559	COG1539	COG0395	COG3510	COG0414	COG0483	COG2854	COG2828	COG3487	COG0536	COG1450	COG3109	COG0391	COG1841	COG0682	COG1663	COG4697	COG2104	COG2501	COG3953	COG5660	COG0346	COG2171	COG1861	COG0266	COG4319	COG1846	COG0324	COG3437	COG2271	COG0663	COG0148	COG2959	COG4191	COG0513	COG0100	COG5607	COG0445	COG0596	COG2941	COG0306	COG5598	COG3566	COG1171	COG0510	COG5479	COG2414	COG1126	COG1926	COG1574	COG0537	COG5074	COG4967	COG0662	COG1393	COG1330	COG0804	COG0463	COG0851	COG2134	COG1028	COG4943	COG5178	COG1837	COG0083	COG1246	COG5179	COG0164	COG0776	COG2738	COG0465	COG1251	COG4170	COG0003	COG1429	COG3222	COG1751	COG3900	COG1866	COG2197	COG4555	COG0811	COG1328	COG0834	COG0693	COG1187	COG4398	COG5606	COG0827	COG1502	COG0022	COG5339	COG3344	COG3253	COG2835	COG1545	COG2931	COG1575	COG2194	COG4121	COG0641	COG2040	COG0820	COG3164	COG4842	COG0061	COG1136	COG2253	COG2066	COG3859	COG0540	COG4230	COG5634	COG0523	COG4195	COG0618	COG1168	COG2822	COG0799	COG4318	COG3656	COG3473	COG4223	COG3356	COG2177	COG0459	COG0517	COG1674	COG0507	COG4378	COG2303	COG1057	COG5253	COG4086	COG0679	COG3087	COG0102	COG2186	COG0623	COG1605	COG0281	COG0377	COG3628	COG0809	COG0698	COG0300	COG0464	COG0109	COG3358	COG2916	COG3448	COG1222	COG3814	COG0456	COG3329	COG3802	COG0842	COG2733	COG0359	COG2227	COG4690	COG1567	COG0341	COG1801	COG0702	COG4783	COG1217	COG4908	COG0670	COG4208	COG0625	COG0735	COG5229	COG3071	COG1155	COG1451	COG0818	COG0286	COG0405	COG2003	COG3500	COG2906	COG2161	COG1272	COG1840	COG0656	COG0180	COG3664	COG0819	COG1419	COG1488	COG2269	COG1022	COG1804	COG0455	COG0388	COG4834	COG1012	COG3619	COG4235	COG1301	COG2345	COG1894	COG5281	COG1884	COG2223	COG3492	COG3200	COG0574	COG0762	COG0581	COG0187	COG1472	COG3266	COG3572	COG3315	COG0535	COG0479	COG0312	COG2812	COG4238	COG1629	COG5228	COG1928	COG3127	COG0250	COG1464	COG1721	COG2723	COG2898	COG0098	COG3792	COG0569	COG2867	COG2508	COG4443	COG0039	COG1975	COG2977	COG3226	COG0743	COG0595	COG0548	COG3324	COG1864	COG1314	COG4770	COG4907	COG0556	COG0802	COG0033	COG1410	COG0249	COG2902	COG0020	COG1189	COG1802	COG2315	COG0541	COG0275	COG1151	COG0129	COG1021	COG3714	COG0294	COG0005	COG4799	COG5503	COG0546	COG1523	COG2270	COG3279	COG1359	COG2068	COG0203	COG0343	COG0351	COG0651	COG0704	COG3063	COG1154	COG0576	COG5163	COG4813	COG3836	COG0661	COG1181	COG1333	COG4953	COG2954	COG1180	COG1968	COG4091	COG5013	COG2927	COG1595	COG2361	COG4123	COG3711	COG1329	COG2022	COG4449	COG1793	COG1932	COG3660	COG0316	COG2897	COG3195	COG3126	COG3247	COG0525	COG0605	COG1409	COG2826	COG2821	COG0593	COG3633	COG3905	COG0668	COG2873	COG0384	COG1704	COG0117	COG0030	COG0545	COG3496	COG0860	COG1785	COG4992	COG1741	COG1989	COG0372	COG4904	COG2067	COG1577	COG0225	COG0484	COG0603
Sthe_random_permissive1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1
Xfas_all_restrictive	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0
